,sigma8,Omega_cdm,Omega_b,h,n_s,tau
368,0.81324712,0.2655772,0.049577992,0.67323241,0.9682383,0.055325668
369,0.80671591,0.2612705,0.049338568,0.67673091,0.97010663,0.052033706
370,0.80553645,0.25811036,0.049065078,0.67924321,0.97108427,0.052341158
371,0.80546681,0.2618739,0.049176511,0.6753988,0.96213376,0.052596695
372,0.81625742,0.26196726,0.049090487,0.67516355,0.96382006,0.063475833
373,0.81597101,0.2570799,0.048591359,0.67959921,0.96698202,0.063035075
374,0.81699865,0.26534058,0.049281206,0.67276371,0.96428977,0.055926209
375,0.81141473,0.26485774,0.049184703,0.67329899,0.96233294,0.049147208
376,0.81371924,0.27576933,0.04995568,0.66475613,0.9564751,0.048392004
377,0.81399465,0.27487655,0.04988303,0.66546532,0.95671475,0.049327699
378,0.81414842,0.27505176,0.049909127,0.66535148,0.95659294,0.049357969
379,0.81672859,0.27403146,0.049859663,0.66631704,0.95788628,0.053073268
380,0.82056564,0.26869541,0.049262699,0.67031956,0.96273461,0.060324625
381,0.82028248,0.26480937,0.049228888,0.67340675,0.96714255,0.062113133
382,0.82219658,0.26833131,0.049491205,0.67043966,0.96527852,0.063009391
383,0.82310341,0.26836504,0.049491158,0.67044002,0.96540728,0.06393564
384,0.8274557,0.27270539,0.050129862,0.66784099,0.96491887,0.063383555
385,0.82259092,0.27162704,0.049863862,0.6681205,0.96613402,0.05552221
386,0.82176743,0.27007232,0.049701252,0.6685992,0.96463663,0.058599812
387,0.81699531,0.27495393,0.050141072,0.66464899,0.96181041,0.052845824
388,0.82054129,0.276521,0.050060275,0.66378956,0.95997745,0.056445713
389,0.81525268,0.27897572,0.050371297,0.66174679,0.95806462,0.054516435
390,0.8122566,0.27198034,0.049797882,0.66712776,0.96162734,0.055606412
391,0.81387824,0.26967111,0.049572169,0.6690412,0.95884097,0.058024577
392,0.81549699,0.27289064,0.049869808,0.6671108,0.95863551,0.054020927
393,0.80876857,0.2641138,0.04908853,0.67410389,0.9629663,0.051256325
394,0.81522204,0.2595456,0.048666701,0.67736238,0.9679171,0.06045757
395,0.81348971,0.26000291,0.048900459,0.67709937,0.96694512,0.057469359
396,0.81348395,0.26553568,0.049277591,0.67274763,0.96190212,0.055693209
397,0.81248157,0.26755814,0.04978048,0.67082486,0.96293495,0.059304157
398,0.81835676,0.26873028,0.049770942,0.67003374,0.96322317,0.063616777
399,0.82194956,0.27154545,0.050063974,0.66833368,0.96145922,0.060220288
400,0.82602507,0.26755663,0.049743173,0.67154013,0.96479803,0.070226667
401,0.81688377,0.2642425,0.049414914,0.67385469,0.96737671,0.064159198
402,0.81254438,0.2693576,0.049870067,0.66990886,0.96342348,0.056603156
403,0.80610153,0.26652884,0.049477812,0.67204141,0.96743729,0.049678962
404,0.80736051,0.26813307,0.049729277,0.67090568,0.96571205,0.047929228
405,0.815908,0.26652999,0.049384457,0.67234678,0.96524925,0.056941486
406,0.81446533,0.2693646,0.049661343,0.67053553,0.96337422,0.051269677
407,0.81443517,0.27116543,0.049835085,0.66888313,0.96100525,0.050459013
408,0.81275789,0.26838137,0.049596254,0.67087111,0.96256044,0.050744815
409,0.8115698,0.26374145,0.049139182,0.67449828,0.96609426,0.053138246
410,0.8109422,0.26422445,0.049081371,0.6738111,0.96608189,0.051506411
411,0.81231044,0.26529668,0.049473934,0.67369163,0.96490449,0.051380094
412,0.81142164,0.26495135,0.049480107,0.67380072,0.96588543,0.051998557
413,0.81486913,0.26587747,0.049529247,0.67260955,0.96347175,0.060822332
414,0.81762655,0.26940053,0.049785537,0.66918292,0.96297895,0.061121421
415,0.81561299,0.25937683,0.048792639,0.67714137,0.96207992,0.067017925
416,0.81539825,0.25585937,0.0484897,0.68000526,0.96512668,0.06972158
417,0.81487498,0.25541522,0.048429555,0.68049156,0.9648609,0.069980667
418,0.81458252,0.25523028,0.048414538,0.68061173,0.9648748,0.069869566
419,0.81484291,0.25683863,0.048579245,0.67940105,0.96324033,0.068586355
420,0.81244395,0.25312695,0.048360358,0.68278586,0.96517828,0.066935481
421,0.81454779,0.26210014,0.049147648,0.6760814,0.96053016,0.062184927
422,0.81069345,0.26170756,0.048948081,0.67539037,0.96029613,0.061254948
423,0.81037383,0.26198611,0.048996575,0.67518318,0.96031943,0.060850963
424,0.80399768,0.25794941,0.048788569,0.67914739,0.9621743,0.051109974
425,0.80530352,0.26145722,0.048863842,0.6765474,0.96275006,0.048354953
426,0.81070546,0.2661786,0.049066887,0.67233437,0.96591626,0.050075585
427,0.81109521,0.26791237,0.049217186,0.67104397,0.96490521,0.049053397
428,0.80873052,0.26874531,0.049472364,0.67042806,0.96607006,0.043179719
429,0.81280615,0.2576457,0.048673234,0.67794192,0.97020289,0.061626516
430,0.81528911,0.25542562,0.048458889,0.68007659,0.9709984,0.067312383
431,0.81051613,0.26144297,0.048715395,0.67476787,0.96550592,0.059904747
432,0.81129689,0.26275979,0.04891662,0.67454119,0.96253547,0.059336434
433,0.81136797,0.26251376,0.048894867,0.67470879,0.96274603,0.059579545
434,0.81383357,0.25905264,0.048693395,0.67806495,0.9658328,0.064058993
435,0.81783598,0.26405347,0.049192187,0.67453293,0.96340713,0.059137687
436,0.81773533,0.26398306,0.049191538,0.67458964,0.96349342,0.05907043
437,0.81739146,0.27126411,0.04986067,0.66851169,0.95915506,0.055749308
438,0.81580218,0.27026137,0.050006572,0.67008677,0.96181589,0.050851066
439,0.81706884,0.27102108,0.050073097,0.66945353,0.96134277,0.052122611
440,0.80990489,0.27072391,0.05005742,0.66948209,0.95897601,0.049392262
441,0.80995916,0.27044639,0.050033757,0.66967729,0.95906681,0.049760446
442,0.81318388,0.26637467,0.049373895,0.67226618,0.96099705,0.053329717
443,0.8143539,0.2652894,0.04928171,0.673188,0.96306116,0.055201013
444,0.81424805,0.26538309,0.049360198,0.67329975,0.96269321,0.055123563
445,0.81071125,0.26528822,0.04932212,0.67321334,0.96107107,0.052506428
446,0.81183901,0.2648695,0.049304646,0.67352517,0.96218028,0.053892304
447,0.81220614,0.25623312,0.048444296,0.6799677,0.96500124,0.064357398
448,0.81030308,0.26017016,0.048679669,0.6761976,0.96558192,0.058347976
449,0.80546262,0.25932724,0.048579023,0.67737381,0.96659071,0.051650318
450,0.8030508,0.26031403,0.048617795,0.67654658,0.96564802,0.048242677
451,0.80396627,0.2617039,0.048726162,0.67541117,0.96456124,0.049405884
452,0.80383314,0.26152232,0.048711018,0.6755555,0.96470834,0.049450288
453,0.80208549,0.26116038,0.048771134,0.67581138,0.96393757,0.048343434
454,0.80478423,0.25916442,0.048712217,0.67785408,0.96926753,0.052882037
455,0.81159772,0.26618004,0.049238264,0.67261325,0.96717332,0.052389122
456,0.80476003,0.26115901,0.049120293,0.67685028,0.96807073,0.050505187
457,0.80457637,0.26763843,0.049320841,0.67139853,0.96291773,0.044627821
458,0.80329824,0.26437653,0.048924537,0.67295309,0.96402334,0.04888923
459,0.80362875,0.2667516,0.049070535,0.67109996,0.96539805,0.04871856
460,0.80619811,0.26830505,0.049179272,0.67003528,0.96553242,0.050210951
461,0.81013828,0.25750138,0.048318855,0.67844984,0.96467229,0.060843589
462,0.8118592,0.26159922,0.048698863,0.67512558,0.96364581,0.059319651
463,0.81180921,0.26173407,0.048707083,0.67501776,0.96347358,0.059127985
464,0.81247539,0.25739778,0.048378858,0.67811977,0.96320898,0.065039335
465,0.81133275,0.26280306,0.048939073,0.67368866,0.96048267,0.062763571
466,0.81220009,0.26499274,0.049275441,0.67270293,0.95679327,0.061023654
467,0.81039755,0.26376566,0.049215888,0.67369344,0.95747882,0.059613428
468,0.81050195,0.26488303,0.049365918,0.67299061,0.95768989,0.058145329
469,0.81283032,0.26578822,0.049461119,0.6721774,0.95786086,0.060606231
470,0.809942,0.26461238,0.049222325,0.67285629,0.96192317,0.059516603
471,0.80946378,0.2694938,0.049434724,0.66939492,0.96537135,0.049896144
472,0.81025439,0.26962647,0.049456379,0.6693153,0.96586395,0.050761811
473,0.80981498,0.26770047,0.049360121,0.67129214,0.96633789,0.050731144
474,0.80839905,0.2714999,0.049563913,0.66798348,0.96397762,0.046746394
475,0.81014933,0.27371169,0.049767,0.66639672,0.96158943,0.047982594
476,0.81323275,0.26861701,0.049370919,0.67039269,0.96496948,0.051570105
477,0.81584543,0.27028013,0.049646972,0.66933634,0.96540853,0.052446907
478,0.81141451,0.26534692,0.04932717,0.67341436,0.9666851,0.050150002
479,0.8147237,0.26293152,0.049121844,0.67512588,0.96619504,0.057132771
480,0.81168231,0.26098514,0.048909193,0.67620826,0.96695035,0.055414023
481,0.80979658,0.25980441,0.048817907,0.67754237,0.9686452,0.051601631
482,0.81121907,0.25992123,0.048803835,0.67764579,0.9669043,0.053746426
483,0.80724852,0.26113584,0.04891027,0.6762163,0.96404708,0.050502227
484,0.80568147,0.25946162,0.04901208,0.67736024,0.96700691,0.051512819
485,0.80541578,0.25919977,0.048985502,0.6775568,0.96719911,0.051318487
486,0.80484811,0.26445868,0.049386391,0.67348956,0.967035,0.04662644
487,0.80467018,0.26424065,0.04937056,0.67365919,0.96712568,0.046599279
488,0.81081688,0.25305775,0.048234495,0.68244862,0.97183731,0.06253179
489,0.80942863,0.26274728,0.049109659,0.67519575,0.96922415,0.052421222
490,0.80539425,0.26497319,0.049093043,0.67296107,0.9655476,0.04933321
491,0.81361545,0.27397902,0.049908025,0.66614875,0.96175016,0.053881546
492,0.81364609,0.27346284,0.04988105,0.66657676,0.96161983,0.054441462
493,0.81222755,0.26948552,0.049684578,0.66972453,0.96419905,0.055574179
494,0.80892415,0.26884873,0.049633278,0.67029058,0.96347059,0.052316947
495,0.81410899,0.26522071,0.049474957,0.67386004,0.96059601,0.060691845
496,0.81409143,0.26521943,0.049474165,0.67385972,0.96058886,0.060678351
497,0.81385068,0.26527209,0.049428367,0.67367605,0.96179414,0.059633183
498,0.81392897,0.26596682,0.049547327,0.67305468,0.96189234,0.059370727
499,0.81380431,0.26602121,0.049535527,0.6729778,0.96209852,0.05833982
500,0.81410549,0.267647,0.049658664,0.67172292,0.96201685,0.057456983
501,0.81284023,0.26649533,0.049595375,0.67252514,0.96204294,0.057392487
502,0.8130566,0.26852835,0.049782893,0.67096283,0.96135323,0.056377029
503,0.81412258,0.26416242,0.049473381,0.67427467,0.96236289,0.061398248
504,0.80929868,0.26215648,0.049311765,0.67583797,0.96226213,0.058590869
505,0.80624933,0.26057149,0.049098124,0.67711739,0.96047328,0.052729052
506,0.80723851,0.25493144,0.048578216,0.68143027,0.96208872,0.05807058
507,0.80895309,0.2579576,0.048869414,0.67908481,0.96036276,0.058016311
508,0.8080437,0.25859389,0.048899818,0.67852621,0.95968715,0.056725282
509,0.80716898,0.25818844,0.048836656,0.67926405,0.96004255,0.054134548
510,0.81301407,0.26175683,0.049106176,0.67650113,0.96018967,0.060376291
511,0.80429486,0.26786185,0.049834637,0.67100187,0.96441759,0.047216151
512,0.80985266,0.26430435,0.049440923,0.67339676,0.96773853,0.056621398
513,0.80810532,0.26141236,0.049258277,0.67575308,0.96955898,0.055919387
514,0.81144639,0.26218147,0.049459929,0.67564556,0.96743211,0.059849516
515,0.81254352,0.25662613,0.048706369,0.67969904,0.97174688,0.065603361
516,0.81618599,0.25484136,0.048567324,0.68117646,0.97210662,0.067376169
517,0.81554353,0.25437628,0.0485311,0.6816798,0.9721894,0.066706912
518,0.8123911,0.25364922,0.048472913,0.68199653,0.97236473,0.065903456
519,0.81241389,0.25371052,0.048476178,0.68192963,0.97244771,0.065839216
520,0.80927257,0.25203692,0.048281734,0.68318716,0.97159918,0.065132676
521,0.8094856,0.25192211,0.048276638,0.68351713,0.97050496,0.064114217
522,0.81485853,0.25654836,0.048682588,0.67995879,0.96734073,0.067647566
523,0.81452636,0.25702717,0.04873821,0.67959766,0.96704612,0.066890899
524,0.81473323,0.2582845,0.048877741,0.67887352,0.96580737,0.064469225
525,0.81399934,0.25740741,0.048720444,0.67946125,0.96806078,0.062934259
526,0.81916918,0.25572572,0.048555628,0.68103268,0.96948348,0.069646284
527,0.81913641,0.25142857,0.048203833,0.68474786,0.97326921,0.072090229
528,0.81955704,0.25067768,0.048168862,0.68536515,0.9733028,0.074135972
529,0.81663959,0.24977139,0.048268313,0.68615022,0.97379227,0.071182792
530,0.81521804,0.25038722,0.048244392,0.68562393,0.97429187,0.068444993
531,0.8155364,0.25297059,0.04838097,0.68351012,0.97553417,0.068878639
532,0.80161778,0.26183162,0.049393019,0.67685016,0.97038653,0.045327026
533,0.80165987,0.26054374,0.049328831,0.67782586,0.97061357,0.046322032
534,0.80268812,0.25733253,0.049001681,0.68071549,0.97039249,0.048804109
535,0.80298116,0.26995102,0.049561934,0.66868418,0.95842935,0.038857762
536,0.80101842,0.26364886,0.049007621,0.6733815,0.96616522,0.040879966
537,0.80718057,0.27328466,0.050144046,0.66678182,0.96545883,0.037514977
538,0.80843134,0.27181456,0.050057184,0.66797442,0.96590498,0.039950986
539,0.80846306,0.27192855,0.050071008,0.66788723,0.96597635,0.039886299
540,0.80969053,0.27285828,0.050104366,0.66708069,0.96592145,0.041078577
541,0.81019719,0.27600849,0.050132206,0.66365362,0.96393478,0.04331431
542,0.8036931,0.27871339,0.050439114,0.66246547,0.96157607,0.030366136
543,0.81232803,0.27500735,0.05072333,0.66741667,0.95791705,0.046234319
544,0.81215703,0.27545036,0.050762374,0.66707195,0.95766594,0.045867894
545,0.80878996,0.27951968,0.050981354,0.66262147,0.95451294,0.039536094
546,0.8074954,0.27767093,0.050797804,0.66393717,0.9548383,0.03919983
547,0.80612957,0.27645745,0.050749115,0.66531119,0.95504727,0.036683329
548,0.80539875,0.27632832,0.05072145,0.66538337,0.95544902,0.035590546
549,0.80477919,0.27551444,0.050655913,0.66606672,0.95569302,0.035506406
550,0.79902401,0.27264627,0.050125058,0.66715549,0.95584051,0.033315128
551,0.80056369,0.27000953,0.049872788,0.66932077,0.95597025,0.036823766
552,0.80958971,0.27457353,0.049731264,0.66594821,0.96194653,0.042365968
553,0.81114272,0.27633513,0.049928629,0.66402886,0.96338732,0.045924753
554,0.81176755,0.27631426,0.049921392,0.66400881,0.96349637,0.046706096
555,0.81245954,0.27184504,0.049713478,0.6677072,0.96464693,0.048859873
556,0.80962695,0.26803211,0.049414648,0.67098945,0.96681672,0.048457193
557,0.80625441,0.26288749,0.04901602,0.67517762,0.96516728,0.046694343
558,0.80899835,0.26407957,0.049403661,0.67473017,0.965151,0.047994329
559,0.80582987,0.26307815,0.049302107,0.67553043,0.96459136,0.045000697
560,0.8067076,0.26448413,0.049390865,0.67450904,0.96402431,0.044102873
561,0.80861131,0.26390386,0.049370642,0.67489231,0.96617498,0.045802733
562,0.80855227,0.26371047,0.049360021,0.67505715,0.96622421,0.045869936
563,0.81026638,0.26184626,0.049219352,0.67653183,0.9671774,0.049494575
564,0.81090633,0.26478798,0.049553777,0.67401771,0.96677153,0.049406879
565,0.81166762,0.26386913,0.04945384,0.67473787,0.96801094,0.050801658
566,0.81189412,0.26295275,0.049366632,0.67536927,0.96870661,0.051616819
567,0.81151642,0.26357621,0.049421525,0.67480648,0.96747584,0.05125788
568,0.81166958,0.26364934,0.049435793,0.67474965,0.96759875,0.051338084
569,0.8120315,0.26538833,0.04937711,0.67321171,0.97001271,0.049628564
570,0.80775567,0.26109712,0.049175843,0.67681728,0.97220069,0.048766202
571,0.80571184,0.26474642,0.049341342,0.67333553,0.9690845,0.051621982
572,0.8071574,0.26252257,0.049147314,0.67506751,0.96995331,0.055139323
573,0.80616803,0.26210803,0.049100393,0.67541659,0.96978862,0.054189539
574,0.81105624,0.26541049,0.049198607,0.67281455,0.96742447,0.05716645
575,0.81067384,0.26565409,0.04922457,0.67261386,0.9669846,0.057211574
576,0.81079106,0.2660964,0.049242802,0.67163858,0.96472859,0.05779864
577,0.81084475,0.2658641,0.049222735,0.67183535,0.96491279,0.057921917
578,0.80928297,0.26985036,0.049931907,0.66908442,0.96437499,0.050783029
579,0.81401191,0.27184707,0.050048604,0.66772491,0.96551468,0.055226649
580,0.81290185,0.271622,0.050082153,0.6679605,0.96650015,0.054114574
581,0.81013674,0.27699499,0.050569333,0.66411695,0.96286727,0.047804382
582,0.8101426,0.27700189,0.050570454,0.66411077,0.96284516,0.047809819
583,0.80675657,0.26539594,0.049494598,0.67422692,0.96472077,0.04662338
584,0.80771775,0.26703615,0.049665122,0.67277606,0.96362255,0.046681911
585,0.80621479,0.26516032,0.049471573,0.67412979,0.96279895,0.047169842
586,0.80757203,0.25947148,0.048635387,0.67721797,0.96789587,0.056562783
587,0.81286906,0.25696333,0.048375332,0.67876347,0.97101997,0.064598629
588,0.81091998,0.25540331,0.048160508,0.67982799,0.97194551,0.064196801
589,0.81427945,0.26149959,0.048681888,0.67524567,0.97298161,0.064155796
590,0.80624757,0.25520163,0.048293446,0.68022942,0.975101,0.058699945
591,0.80761769,0.25570956,0.048409819,0.68046411,0.97313851,0.058271106
592,0.8079441,0.25692688,0.048531825,0.67958633,0.97284494,0.057905235
593,0.81216004,0.25647146,0.048627246,0.67979118,0.9711627,0.065543852
594,0.81182608,0.25609632,0.048603833,0.6801259,0.97138251,0.06494978
595,0.80831436,0.25234772,0.048147983,0.68261294,0.97309866,0.064724951
596,0.80877701,0.25456932,0.048301486,0.68078516,0.97157371,0.063099079
597,0.80993577,0.2546823,0.048334061,0.68079373,0.97139623,0.06423118
598,0.81044391,0.25656496,0.048484416,0.67917267,0.96984332,0.064582946
599,0.81232174,0.26540923,0.049011955,0.67234309,0.96191175,0.055878553
600,0.80576677,0.26911343,0.049428567,0.66952147,0.96430319,0.048769378
601,0.80463271,0.26854914,0.049366582,0.67001474,0.96484647,0.047991996
602,0.80280866,0.27485633,0.04991237,0.66518692,0.96029664,0.042341763
603,0.81174989,0.26867978,0.049499391,0.67104208,0.95564384,0.054768986
604,0.80074761,0.25366581,0.048315006,0.68285255,0.97063258,0.049879959
605,0.80269703,0.2539806,0.048086713,0.68199627,0.97074361,0.049431005
606,0.79764459,0.25678466,0.048371387,0.67961452,0.96781815,0.042020225
607,0.79835471,0.26098217,0.048822817,0.67634939,0.9682812,0.042872694
608,0.80576536,0.25914121,0.048530773,0.67737426,0.96789189,0.052925008
609,0.80582888,0.25908988,0.048528204,0.67742212,0.96796266,0.052992619
610,0.80702644,0.26294194,0.048881702,0.67466274,0.96484561,0.049317187
611,0.81481064,0.27089485,0.049596101,0.66803232,0.96078213,0.051551782
612,0.81397961,0.27028791,0.049907122,0.66897722,0.96360927,0.049749997
613,0.80983605,0.27382272,0.050174872,0.66563992,0.962552,0.044900834
614,0.8072094,0.26614503,0.049340005,0.67192727,0.96145894,0.044093394
615,0.80707489,0.26626659,0.049354827,0.67183075,0.96139993,0.043867604
616,0.8058285,0.26631661,0.049293861,0.67153729,0.96136881,0.04327755
617,0.80561036,0.26953938,0.049600862,0.66881426,0.96029256,0.041676932
618,0.80653326,0.27021335,0.049666462,0.66832091,0.95992212,0.042005271
619,0.80701851,0.27066318,0.049801105,0.66838119,0.95570185,0.046177296
620,0.81469898,0.27288821,0.049712026,0.66635816,0.95838429,0.055329266
621,0.8165565,0.27000328,0.049622052,0.66891412,0.96162791,0.059261218
622,0.81185463,0.2558553,0.048591585,0.68022531,0.96855374,0.064073517
623,0.81293271,0.25741765,0.048817593,0.67926409,0.96766712,0.062794228
624,0.81398729,0.25739116,0.0487863,0.67896315,0.96732444,0.063544294
625,0.81100494,0.25539849,0.048613223,0.68061981,0.96810124,0.061434183
626,0.81082133,0.25940365,0.048883748,0.67764717,0.96675024,0.059074542
627,0.80627521,0.26206788,0.04917297,0.67536125,0.96445913,0.05183125
628,0.80576022,0.26348835,0.049273175,0.67455499,0.96518745,0.048045851
629,0.8094804,0.27017098,0.049975599,0.66903361,0.96646782,0.050726538
630,0.81372281,0.2663519,0.049436254,0.67203627,0.9701479,0.058602235
631,0.81313051,0.26475528,0.049239469,0.67321621,0.97068631,0.059659771
