,sigma8,Omega_cdm,Omega_b,h,n_s,tau
6150,0.80561462,0.25986833,0.048869881,0.67689067,0.96865488,0.052388589
6151,0.81560192,0.26493988,0.049384921,0.67312925,0.96879937,0.059145005
6152,0.81504065,0.26454728,0.049400657,0.67367111,0.96831991,0.058156628
6153,0.81489606,0.26494493,0.049288653,0.67335395,0.96712876,0.057177576
6154,0.81864169,0.25492019,0.048652765,0.68180771,0.97218151,0.068324032
6155,0.8192885,0.25279733,0.0483415,0.68350593,0.97210042,0.071413614
6156,0.81864018,0.25146626,0.048181317,0.68432834,0.97279458,0.072894392
6157,0.81793527,0.25259806,0.048264296,0.68341085,0.97206609,0.071287824
6158,0.81985614,0.25432317,0.048369809,0.68176791,0.97021126,0.071763823
6159,0.81734829,0.25205713,0.048183827,0.68355981,0.97305902,0.0713217
6160,0.81700321,0.25116465,0.048065415,0.68348486,0.97390504,0.0727204
6161,0.81658771,0.25085343,0.048044107,0.68374427,0.97403091,0.0724175
6162,0.81426768,0.26836639,0.049648106,0.67161179,0.96178285,0.053682773
6163,0.81396621,0.26468217,0.049267845,0.67462816,0.96310235,0.055053129
6164,0.81775259,0.25597339,0.048653512,0.68201648,0.96835999,0.062094944
6165,0.81596639,0.24740254,0.048017031,0.688213,0.97431799,0.072865228
6166,0.81408871,0.25283832,0.048538214,0.68420805,0.97128683,0.063000927
6167,0.81477842,0.25383204,0.048498943,0.68346868,0.97078321,0.062611677
6168,0.81587268,0.26005588,0.049005257,0.6782108,0.96995516,0.060452538
6169,0.8137643,0.26305785,0.049370689,0.67596609,0.9680782,0.05661605
6170,0.81336296,0.26317915,0.049377506,0.67587244,0.96830346,0.055729123
6171,0.81457348,0.26437271,0.049494863,0.67492703,0.96791686,0.05614721
6172,0.81237505,0.26755587,0.049646802,0.67198555,0.96678973,0.050323493
6173,0.8134668,0.26758492,0.049558991,0.67180696,0.96541904,0.051845955
6174,0.8130579,0.26682257,0.04925205,0.67136641,0.9643312,0.053204844
6175,0.80477126,0.2687696,0.049401583,0.66976781,0.96193949,0.044212712
6176,0.8069613,0.26999735,0.049565126,0.66875807,0.96518212,0.046412902
6177,0.81632028,0.26963543,0.049466861,0.66891258,0.96550852,0.05642118
6178,0.81614821,0.26390206,0.04906477,0.67389697,0.96821114,0.059694654
6179,0.81573159,0.26389238,0.049004125,0.67394533,0.96939272,0.058866568
6180,0.81507074,0.26481653,0.049065666,0.67324115,0.96876263,0.057615757
6181,0.80921321,0.26204043,0.049088671,0.67571555,0.96992739,0.053904586
6182,0.81005986,0.26416797,0.049260518,0.6743334,0.96418354,0.054979331
6183,0.81169304,0.2649644,0.049417596,0.67307138,0.9634538,0.056805153
6184,0.80931882,0.26452011,0.049252448,0.67308283,0.96528209,0.053195122
6185,0.80931508,0.26459455,0.049250212,0.67298642,0.96527753,0.053348349
6186,0.80778635,0.2658982,0.049285531,0.67179015,0.96514143,0.051842621
6187,0.81062425,0.26795494,0.049607807,0.67061958,0.96591249,0.049110762
6188,0.81229627,0.26973032,0.049567171,0.66918443,0.96595576,0.050630302
6189,0.81297654,0.27025371,0.049596634,0.66885767,0.96590789,0.050125587
6190,0.81324889,0.27203579,0.050129281,0.6681266,0.96477675,0.047691107
6191,0.81015039,0.26851285,0.049846887,0.67135713,0.96843088,0.046157167
6192,0.81153122,0.26849107,0.049879621,0.67144881,0.96878982,0.047171725
6193,0.81033731,0.26402594,0.049492769,0.67469371,0.97140371,0.048986778
6194,0.81496022,0.26524775,0.049635366,0.67346797,0.97089902,0.053244581
6195,0.81524221,0.26267326,0.04944596,0.675811,0.97290079,0.055073248
6196,0.81551111,0.27005934,0.049614063,0.67007339,0.96780889,0.05427436
6197,0.81473281,0.26791492,0.049423907,0.67157347,0.96632742,0.0565878
6198,0.81224777,0.27259684,0.049828502,0.66701633,0.96515708,0.05279852
6199,0.8134329,0.27142968,0.049840933,0.66793098,0.96474032,0.052063828
6200,0.80964473,0.26716351,0.049512093,0.67130412,0.96713094,0.050746629
6201,0.81716257,0.27040347,0.049794397,0.66899787,0.96199278,0.054940345
6202,0.8218389,0.26643564,0.04945879,0.6725002,0.96521257,0.06336106
6203,0.8221864,0.26677483,0.049485435,0.67222788,0.96479424,0.063872152
6204,0.82157736,0.26887868,0.049722629,0.67066975,0.96374701,0.061651995
6205,0.81184355,0.26785557,0.04945834,0.6714709,0.96355195,0.053060179
6206,0.8128642,0.26578247,0.049376698,0.67345102,0.96470479,0.054057758
6207,0.80682881,0.26958297,0.049530952,0.66969306,0.96509943,0.042676967
6208,0.81009834,0.26434663,0.049188035,0.67339893,0.97009588,0.049943152
6209,0.81072259,0.26501366,0.049253498,0.67294388,0.97019393,0.0498482
6210,0.80894668,0.26533767,0.04945576,0.67317151,0.96902732,0.052204249
6211,0.80908123,0.25929002,0.048779737,0.67766766,0.96948096,0.058460725
6212,0.80895486,0.25845745,0.04871012,0.67830929,0.97028272,0.058986469
6213,0.81513409,0.26690694,0.049456943,0.67184608,0.9670286,0.055702194
6214,0.81527804,0.26716653,0.049473586,0.67158253,0.9677,0.055715304
6215,0.8172817,0.26776892,0.04956118,0.67128353,0.96764277,0.057913619
6216,0.81642864,0.26774556,0.049531005,0.67119579,0.96722583,0.057146064
6217,0.81638327,0.26820968,0.049478391,0.67025745,0.96301464,0.055809923
6218,0.81019143,0.26760365,0.04943034,0.67091984,0.9635928,0.049382815
6219,0.81379597,0.26821388,0.049468123,0.66974884,0.96584966,0.053728463
6220,0.80626835,0.26241072,0.049010799,0.67473675,0.96392774,0.052656572
6221,0.80630866,0.26254195,0.049011704,0.67463793,0.96375637,0.05259239
6222,0.81692222,0.26721803,0.049632366,0.67212775,0.96224349,0.056926516
6223,0.79723552,0.25620177,0.048710781,0.68107564,0.96505247,0.044738337
6224,0.79541109,0.25792423,0.048756232,0.67876681,0.96472118,0.044665647
6225,0.79447601,0.26098952,0.049105964,0.67634121,0.96022295,0.041680789
6226,0.79488158,0.25957317,0.048863274,0.67734376,0.9596102,0.043371625
6227,0.79493601,0.25965697,0.048871957,0.67727835,0.95962821,0.043340038
6228,0.79921512,0.25952233,0.048840863,0.67704659,0.96021878,0.050499348
6229,0.80515383,0.25725798,0.048252296,0.67903887,0.9668492,0.057360982
6230,0.80509265,0.2569363,0.048224385,0.67931339,0.96677792,0.057746732
6231,0.81726438,0.25661487,0.048535488,0.67902645,0.96435447,0.072780325
6232,0.82238838,0.26143458,0.048870455,0.67535997,0.96190984,0.074674662
6233,0.82254363,0.26092691,0.048787019,0.67569201,0.96177573,0.075495064
6234,0.82435435,0.25830302,0.048519968,0.67766428,0.96501778,0.078367394
6235,0.81936633,0.25847595,0.048384904,0.67733674,0.96836256,0.075312169
6236,0.81083798,0.2548063,0.047964325,0.68100423,0.96891551,0.063566866
6237,0.81242439,0.25794343,0.048191801,0.67850041,0.96779752,0.062325413
6238,0.81911583,0.26329043,0.048866265,0.67440879,0.95917934,0.063300862
6239,0.81732803,0.26587367,0.049064133,0.67234101,0.95747558,0.05946296
6240,0.81733305,0.264729,0.04897348,0.67327355,0.95817678,0.059990934
6241,0.81091231,0.25746025,0.048332644,0.67970938,0.96537139,0.057233042
6242,0.81428848,0.27162693,0.049661928,0.66884044,0.96135412,0.053389823
6243,0.81419521,0.27161618,0.049662273,0.66885245,0.96132757,0.053336313
6244,0.81357234,0.26464563,0.048713512,0.67350482,0.96420343,0.060616492
6245,0.81403833,0.26501039,0.048756114,0.67322065,0.96438692,0.060596285
6246,0.81481504,0.26438397,0.048695625,0.67344413,0.96237946,0.0624964
6247,0.8169274,0.25544271,0.048427852,0.68086564,0.96843989,0.072716896
6248,0.81372725,0.25512962,0.048490978,0.68161065,0.96641086,0.069400384
6249,0.81254151,0.25546603,0.048527188,0.68121478,0.96594807,0.068156928
6250,0.80502279,0.24988598,0.047975588,0.68588299,0.9703047,0.060958012
6251,0.80464898,0.2591039,0.048824284,0.67815617,0.97000704,0.052656165
6252,0.81269513,0.26750841,0.049387151,0.67180388,0.96616576,0.050965308
6253,0.81138206,0.26677624,0.049398562,0.67201897,0.96546303,0.052084481
6254,0.81251568,0.26977273,0.04977082,0.66943621,0.9643923,0.05084094
6255,0.8120305,0.26757904,0.049634409,0.67140655,0.96499942,0.050464201
6256,0.80950837,0.26618017,0.049442131,0.67198556,0.96697702,0.048680782
6257,0.80835196,0.26828173,0.049479511,0.67031144,0.96595539,0.046209234
6258,0.80710422,0.26335805,0.049098669,0.67428125,0.96969916,0.047650459
6259,0.81520841,0.26208838,0.049091595,0.67564365,0.97037754,0.062184435
6260,0.8185247,0.26113766,0.049026544,0.67695603,0.97002843,0.06404312
6261,0.81657649,0.26170793,0.048984827,0.67668043,0.97019659,0.059822101
6262,0.81611061,0.26075549,0.048805923,0.67721593,0.96628915,0.06008739
6263,0.82203979,0.26881495,0.050095904,0.67020366,0.96441889,0.063257798
6264,0.82254874,0.27126722,0.050279671,0.66845901,0.96236954,0.061368316
6265,0.81916487,0.2633982,0.04964867,0.67527009,0.96661588,0.065176601
6266,0.81926604,0.2640984,0.049714042,0.67475107,0.96620233,0.064861507
6267,0.81902779,0.26713617,0.049827726,0.67254191,0.96359239,0.059705736
6268,0.81730481,0.26458267,0.049554185,0.67428341,0.96558917,0.060911091
6269,0.81665558,0.26525995,0.049627518,0.67381066,0.96558317,0.059637627
6270,0.81405517,0.2674244,0.049819816,0.67181795,0.9661446,0.054995017
6271,0.81552978,0.26753507,0.049792828,0.67145249,0.96598413,0.057055093
6272,0.81673459,0.27145267,0.050030427,0.66841517,0.96401524,0.054206267
6273,0.81387132,0.26513796,0.049140727,0.67302966,0.96965761,0.056898545
6274,0.80895899,0.26553414,0.049128471,0.67248173,0.9665555,0.052793426
6275,0.80846801,0.26615246,0.049216404,0.67175798,0.96676657,0.052403577
6276,0.81386871,0.26913109,0.049364838,0.6694975,0.96469686,0.05567059
6277,0.80763341,0.25951112,0.048705945,0.67763382,0.97021705,0.053987407
6278,0.80889968,0.25956197,0.048709175,0.67761566,0.970787,0.054670529
6279,0.80892013,0.26431544,0.049126164,0.67416302,0.97171808,0.051565625
6280,0.8087934,0.26424771,0.049118157,0.67419751,0.97184371,0.051551595
6281,0.80791423,0.26559765,0.049441016,0.67321592,0.97110388,0.049828884
6282,0.80935989,0.25975814,0.049273993,0.67811836,0.97209995,0.054934796
6283,0.80884603,0.26486527,0.049624137,0.67405357,0.96948272,0.048830933
6284,0.81219571,0.25949173,0.049103285,0.67859308,0.965913,0.055241965
6285,0.80971772,0.27005227,0.050048033,0.6699062,0.95710287,0.050605779
6286,0.80954579,0.26928473,0.049955437,0.67055079,0.95752241,0.049816719
6287,0.81009483,0.26637953,0.049782954,0.67188848,0.96114334,0.052475113
6288,0.80900349,0.26598666,0.04975427,0.67223303,0.96188005,0.051128325
6289,0.81109256,0.26502395,0.049695846,0.67295723,0.96386852,0.054284899
6290,0.81446469,0.26579247,0.049761575,0.67252716,0.96152581,0.057308858
6291,0.814702,0.26602365,0.049783659,0.67240292,0.96156258,0.05754718
6292,0.81459066,0.26593673,0.049776331,0.67247256,0.96163718,0.057464334
6293,0.8196265,0.26297276,0.049079022,0.67483777,0.96738372,0.069672833
6294,0.82062798,0.26473947,0.049154989,0.67305906,0.9674944,0.069305449
6295,0.81676949,0.26840884,0.049298496,0.66976792,0.96382005,0.061383251
6296,0.8166172,0.27027193,0.04941174,0.66847049,0.96501709,0.058835638
6297,0.81619103,0.27543606,0.049969958,0.66471967,0.96315298,0.055965467
6298,0.80977663,0.26880637,0.049425103,0.67020748,0.96227018,0.052085479
6299,0.80965544,0.2686664,0.049418179,0.67032224,0.96231127,0.05222467
6300,0.807109,0.27317901,0.050038414,0.66699921,0.95933626,0.044015299
6301,0.80976553,0.27474631,0.050213352,0.66616393,0.95962469,0.045120018
6302,0.80895472,0.27028435,0.049889073,0.66990765,0.96143009,0.047016826
6303,0.80899713,0.27082988,0.049938561,0.66946725,0.9612838,0.046669712
6304,0.81219069,0.27043223,0.049874369,0.66925743,0.96096417,0.051328162
6305,0.81101756,0.26918611,0.049758789,0.6702879,0.96169917,0.050749384
6306,0.8151978,0.26600435,0.049712384,0.67321007,0.96597593,0.057469827
6307,0.8135772,0.26488674,0.049581706,0.67404826,0.96700228,0.057493128
6308,0.81575794,0.26099622,0.049248985,0.67672634,0.96857041,0.062069023
6309,0.81723026,0.26212482,0.049285106,0.6756391,0.96750116,0.064114201
6310,0.81598422,0.26278835,0.049251251,0.67516379,0.96338837,0.063909409
6311,0.81636233,0.26898511,0.049695532,0.67012684,0.9600309,0.057089351
6312,0.81656555,0.26759845,0.049554856,0.67118683,0.96117234,0.058113846
6313,0.81595318,0.26733809,0.04953773,0.67139646,0.9612781,0.05752764
6314,0.81645546,0.26736938,0.04952937,0.67137159,0.96163125,0.058055844
6315,0.81268879,0.26984861,0.049644821,0.66895104,0.96179111,0.051673756
6316,0.81302094,0.27001994,0.049676155,0.66885152,0.96137426,0.051759355
6317,0.80863879,0.26867876,0.049564069,0.66990448,0.96156349,0.046713124
6318,0.80589278,0.26928348,0.049598524,0.66965235,0.96053085,0.041714407
6319,0.80346126,0.26343445,0.049071041,0.67448127,0.96075197,0.044173429
6320,0.80372648,0.26282059,0.049000539,0.6749126,0.96124216,0.044869357
6321,0.8046757,0.26207043,0.048914354,0.67568498,0.96061057,0.047323672
6322,0.80525702,0.2641563,0.04915575,0.67404135,0.96092045,0.047918026
6323,0.80668788,0.26417347,0.049183642,0.67423848,0.96159094,0.048596621
6324,0.80449504,0.26183563,0.048775183,0.67578589,0.96697807,0.049702908
6325,0.81293506,0.25949537,0.048683377,0.67783729,0.96710614,0.058370673
6326,0.81574774,0.26409258,0.049192735,0.67421515,0.96596208,0.059069236
6327,0.8084297,0.27000217,0.049859648,0.66874634,0.96217922,0.051703582
6328,0.80603198,0.27120525,0.049937013,0.66799632,0.96194774,0.048057484
6329,0.80308045,0.26947432,0.049749769,0.66925796,0.96295422,0.046453991
6330,0.80241707,0.27114977,0.049876302,0.66814168,0.96236571,0.04363343
6331,0.80513603,0.26759906,0.049516363,0.67125031,0.96430151,0.049200007
6332,0.80480774,0.26448469,0.049202631,0.67348065,0.96615851,0.051627678
6333,0.80484604,0.26422799,0.049180702,0.67368247,0.96615516,0.0518448
6334,0.80483625,0.26420231,0.049179609,0.67370481,0.96617664,0.051841878
6335,0.80483532,0.26859672,0.049522348,0.67008392,0.96385637,0.045553221
6336,0.80486325,0.26182704,0.048847438,0.67500531,0.96817826,0.052314385
6337,0.80832181,0.25754763,0.048631898,0.67955027,0.97076454,0.058624333
6338,0.80862295,0.25788723,0.048678008,0.67927152,0.97082063,0.058835701
6339,0.80887631,0.25791665,0.048674576,0.67922823,0.97085186,0.059082426
6340,0.81086605,0.26045854,0.048974359,0.67777023,0.97355859,0.05397854
6341,0.81038611,0.26232167,0.04911803,0.67621005,0.97251437,0.052050249
6342,0.81064409,0.26040445,0.048976668,0.67762986,0.97318888,0.053506693
6343,0.81302898,0.26592301,0.049212299,0.67219667,0.9669836,0.055814153
6344,0.80878521,0.25826929,0.048633679,0.67791768,0.9734237,0.058295584
6345,0.8132232,0.26257041,0.04921453,0.67531928,0.96824151,0.056244601
6346,0.81567347,0.26780539,0.049669046,0.671191,0.96677956,0.055633577
6347,0.81416281,0.25765912,0.048726191,0.67887188,0.96900837,0.062450764
6348,0.81364907,0.25651697,0.048638985,0.68001547,0.96939558,0.06397721
6349,0.81127794,0.25887732,0.048828947,0.67815347,0.96634699,0.059585721
6350,0.81124074,0.25772063,0.048812541,0.67920451,0.96634862,0.060922722
6351,0.81170674,0.25794022,0.048823603,0.6789537,0.96646424,0.061277381
6352,0.81318642,0.26793135,0.049719135,0.67168604,0.96411595,0.049540874
6353,0.81441262,0.26664305,0.049562217,0.67265924,0.96442649,0.051928613
6354,0.80974073,0.26477635,0.049460913,0.6742579,0.9608284,0.049201988
6355,0.80477415,0.25331717,0.048599686,0.68366274,0.96754625,0.051617488
6356,0.80473393,0.2578921,0.049043935,0.67963977,0.96576748,0.050160898
6357,0.80571243,0.25768926,0.049043223,0.67979038,0.96628298,0.051429068
6358,0.81079702,0.26965795,0.050125273,0.67037924,0.9593333,0.05198937
6359,0.80693671,0.26832336,0.049885706,0.67011247,0.95976667,0.052199614
6360,0.81033684,0.27318248,0.049910099,0.66600922,0.96272682,0.051854706
6361,0.81051029,0.27261885,0.049853233,0.66636949,0.96314117,0.052152435
6362,0.80942077,0.26287692,0.048984904,0.67397835,0.96484158,0.060085713
6363,0.81424674,0.26214225,0.048849747,0.6743292,0.96765448,0.062922395
6364,0.81455156,0.26356911,0.048962681,0.67322416,0.96785273,0.062231402
6365,0.80788156,0.26032928,0.048664475,0.67574725,0.96866566,0.057050593
6366,0.80731794,0.26355249,0.048946565,0.6731923,0.96674591,0.054413965
6367,0.8075961,0.26334166,0.048939882,0.67338546,0.96683561,0.054783189
6368,0.8073389,0.26269613,0.048832061,0.67430171,0.96531908,0.054366276
6369,0.80723443,0.26422485,0.049022986,0.67333831,0.96503555,0.052279082
6370,0.81387944,0.26096145,0.048881446,0.67609443,0.96677344,0.061011384
6371,0.81218117,0.26519796,0.049265302,0.67335694,0.96261887,0.05751743
6372,0.81370871,0.27111543,0.049788946,0.66882564,0.96381644,0.054061617
6373,0.8134101,0.27184666,0.049828601,0.66835431,0.96311929,0.053903302
6374,0.81309216,0.28171056,0.050470771,0.66013156,0.95633288,0.046304071
6375,0.80827818,0.27553043,0.049882974,0.66466658,0.95991255,0.045951963
6376,0.80840087,0.27543001,0.049868423,0.66475989,0.95991123,0.046209517
6377,0.80267379,0.26666069,0.049210544,0.67135978,0.96260647,0.046104325
6378,0.80309257,0.2661579,0.049196303,0.67191662,0.96305546,0.046031123
6379,0.81347799,0.25960521,0.04856124,0.67704887,0.9689344,0.059644274
6380,0.80947413,0.26011695,0.04867817,0.67672369,0.96626628,0.05565144
6381,0.80998768,0.25936982,0.048617265,0.67726547,0.96566034,0.057111128
6382,0.80943945,0.26135322,0.048796472,0.67562938,0.96432934,0.055007732
6383,0.80977327,0.26182049,0.048833667,0.67522415,0.96432499,0.0552847
6384,0.81400655,0.26062677,0.048768933,0.6762434,0.96570937,0.061918472
6385,0.81237852,0.26436299,0.049161085,0.67311125,0.96441347,0.059421365
6386,0.80596339,0.2604466,0.048766265,0.6766258,0.9680784,0.055025846
6387,0.80538102,0.26122732,0.048877249,0.67651942,0.96726253,0.049505944
6388,0.80653982,0.26142834,0.048948159,0.67630427,0.96689831,0.050765285
6389,0.81127831,0.26544128,0.049276268,0.67345072,0.96409557,0.053442275
6390,0.80995821,0.26617586,0.049304591,0.67277072,0.96331281,0.051844951
6391,0.81031654,0.26612202,0.049339047,0.67260868,0.96278286,0.053068302
6392,0.80957538,0.27170918,0.049919751,0.66834944,0.96069136,0.046679239
6393,0.80918383,0.27135649,0.049889551,0.66859616,0.96110977,0.046477494
6394,0.81314312,0.26493292,0.049398707,0.6741085,0.96280816,0.053480553
6395,0.81439647,0.26394309,0.049498047,0.67477022,0.96640904,0.05423139
6396,0.81466844,0.26337643,0.04946048,0.67522956,0.96635294,0.054987137
6397,0.81283023,0.26074769,0.049166052,0.67721884,0.96624,0.055020945
6398,0.81413136,0.25815204,0.048780359,0.67917311,0.96711254,0.061963439
6399,0.81259723,0.25900186,0.048846609,0.67845006,0.96613839,0.059979335
6400,0.81219185,0.26091582,0.049012989,0.67681522,0.96542378,0.058006826
6401,0.81130994,0.26314568,0.049179583,0.67485532,0.96344834,0.056042935
6402,0.80835428,0.25869997,0.048923982,0.67871896,0.96165638,0.054596112
6403,0.80834701,0.2545526,0.048591194,0.68152371,0.96432324,0.059684972
6404,0.80915186,0.25415116,0.048414142,0.68186762,0.96374887,0.063065004
6405,0.80094427,0.25743447,0.04858574,0.67838306,0.96366686,0.053901627
6406,0.80610513,0.26363769,0.049092651,0.67386802,0.96269971,0.05478277
6407,0.8085598,0.26064877,0.048737738,0.67642609,0.96450294,0.056976392
6408,0.8072959,0.27321164,0.049768323,0.66567161,0.958863,0.048111653
6409,0.80376636,0.27000013,0.049521757,0.66822578,0.95947545,0.045740613
6410,0.80446747,0.26665413,0.049265251,0.6712064,0.96375823,0.047435752
6411,0.80365171,0.26705782,0.04929999,0.6708822,0.96343346,0.046559172
6412,0.80027379,0.26466254,0.048998853,0.67311993,0.96521912,0.042119956
6413,0.80032769,0.26341636,0.049045779,0.67453929,0.96684917,0.042802607
6414,0.79967793,0.26413045,0.049275106,0.67405419,0.96641245,0.040970439
6415,0.80621873,0.26737446,0.049327431,0.67097191,0.96520365,0.04375518
6416,0.81206323,0.26183004,0.04879963,0.67581438,0.96729402,0.05509729
6417,0.81808043,0.26033598,0.048951087,0.6775005,0.9680441,0.062595844
6418,0.82086468,0.27018592,0.049784269,0.66959392,0.95636348,0.059172643
6419,0.8192612,0.27374673,0.050014793,0.66654895,0.95414593,0.055347602
6420,0.81953383,0.27495155,0.050124631,0.66581142,0.95336768,0.055439071
6421,0.81679878,0.27177405,0.049889671,0.66841545,0.9532615,0.054689005
6422,0.81649322,0.26653635,0.049130717,0.67202381,0.95579962,0.059827628
6423,0.81217015,0.260283,0.048712198,0.67704827,0.96325263,0.060542862
6424,0.81108307,0.261624,0.048811664,0.67616716,0.96267596,0.057754748
6425,0.80928285,0.26151704,0.048790476,0.67614088,0.96144405,0.0562584
6426,0.8083578,0.2624271,0.048786387,0.67515957,0.96247642,0.055193585
6427,0.80952825,0.2623353,0.048878537,0.67515654,0.96387541,0.056356596
6428,0.80698628,0.25640411,0.048511909,0.6802988,0.9635173,0.055105684
6429,0.81444011,0.2573593,0.048595023,0.68000909,0.96285219,0.062410449
6430,0.8150168,0.25765926,0.048715086,0.67861303,0.96492624,0.066492028
6431,0.81492594,0.2577646,0.048719975,0.67855809,0.96487038,0.066257073
6432,0.81306939,0.25470306,0.04857762,0.68117157,0.96631464,0.067863519
6433,0.81650575,0.25809978,0.048931804,0.67841854,0.96593762,0.069244262
6434,0.81522131,0.25856341,0.049060321,0.6781699,0.96505101,0.066147886
6435,0.81536616,0.25863799,0.049073359,0.67811816,0.96492151,0.066278193
6436,0.8101548,0.25473736,0.048627402,0.68156723,0.96373878,0.06063668
6437,0.80543569,0.25460481,0.048578219,0.68136001,0.96299409,0.059044462
6438,0.80601233,0.25581922,0.048740752,0.68040482,0.96179373,0.058985402
6439,0.7991678,0.26475681,0.04956503,0.67307186,0.9636664,0.041577106
6440,0.80317703,0.26799758,0.049653417,0.67029729,0.96345725,0.043335925
6441,0.79947386,0.26751492,0.049584099,0.6705187,0.96226292,0.040787284
6442,0.80528182,0.26299314,0.049221485,0.67476267,0.96874615,0.048814229
6443,0.82118107,0.2685234,0.049551716,0.67065152,0.96230087,0.060049326
6444,0.81942547,0.26514829,0.04919154,0.67350321,0.96440491,0.060428503
6445,0.8235361,0.26428525,0.049048358,0.67393248,0.96338372,0.068805852
6446,0.82155637,0.26661738,0.049146782,0.6720494,0.96304162,0.064183365
6447,0.81767215,0.26852712,0.049464525,0.67093049,0.96168309,0.058054997
6448,0.81663338,0.26960587,0.049574205,0.66966861,0.96298833,0.059687987
6449,0.81652482,0.26272433,0.049130899,0.67507508,0.96690898,0.063994215
6450,0.81665109,0.26261285,0.049121662,0.67519795,0.967083,0.064172777
6451,0.81654605,0.26200825,0.04906218,0.67567101,0.96744865,0.064629951
6452,0.80832616,0.2574493,0.048681426,0.67900679,0.96915498,0.060212161
6453,0.80898386,0.25877132,0.048873987,0.67794635,0.96918891,0.059791233
6454,0.80758139,0.26360295,0.049441204,0.67465486,0.96634689,0.05401735
6455,0.80794489,0.26412635,0.049463534,0.67417136,0.96610567,0.054346677
6456,0.8079501,0.2641553,0.049466455,0.67413872,0.9660841,0.054336139
6457,0.80409214,0.25872686,0.049048971,0.67850538,0.96788256,0.053183845
6458,0.80260449,0.26033418,0.048843885,0.67657494,0.97022181,0.049732059
6459,0.8048777,0.2606661,0.048858846,0.67667866,0.96938433,0.051679642
6460,0.80707207,0.2644339,0.049089726,0.67347014,0.96805048,0.051737201
6461,0.80702048,0.2644283,0.049091424,0.67346879,0.96802754,0.051711291
6462,0.80405343,0.26353907,0.049053485,0.67366557,0.9678499,0.048531827
6463,0.80139325,0.26327068,0.049175523,0.67423431,0.96382134,0.047003074
6464,0.80459745,0.26435436,0.049391363,0.67324894,0.96427294,0.051625207
6465,0.81031182,0.26978628,0.049851347,0.66974051,0.96217408,0.052267845
6466,0.80998368,0.26917611,0.04977799,0.6702284,0.96202924,0.052252567
6467,0.80948588,0.26773541,0.049810425,0.67168049,0.96121438,0.052411241
6468,0.81099042,0.26737402,0.049730809,0.6719135,0.96167115,0.055042441
6469,0.80795103,0.26561835,0.049393585,0.67296323,0.96123217,0.052311188
6470,0.80708725,0.26539995,0.049377993,0.67300014,0.96133182,0.052142907
6471,0.80695948,0.26142619,0.049050875,0.67584294,0.96139098,0.051554882
6472,0.80716051,0.26076339,0.048975319,0.67633699,0.96206351,0.052218607
6473,0.80704499,0.26202283,0.049056763,0.67542123,0.9617485,0.050378287
6474,0.80715439,0.26180883,0.049047483,0.67554859,0.96167053,0.051029369
6475,0.80848254,0.26174232,0.049012638,0.67554467,0.963019,0.052955461
6476,0.80848097,0.26363805,0.049178361,0.67410812,0.96331031,0.051498888
6477,0.80852347,0.26207566,0.049074832,0.67533158,0.96455213,0.052841888
6478,0.80941714,0.26316318,0.049150944,0.6745834,0.9636484,0.05284261
6479,0.8171937,0.26138683,0.049129667,0.67632085,0.96699481,0.060572017
6480,0.81673318,0.25974686,0.049013097,0.67750518,0.96723126,0.06190985
6481,0.81645589,0.25891973,0.048935215,0.67799833,0.96748471,0.062477628
6482,0.81591678,0.26340223,0.049407882,0.67454916,0.96195287,0.058119205
6483,0.81499349,0.2653962,0.049509885,0.67301328,0.96232196,0.055042789
6484,0.81657076,0.26395925,0.049351022,0.67462759,0.96192479,0.057837159
6485,0.81506286,0.26191116,0.04919885,0.67637111,0.9642108,0.056706821
6486,0.80738539,0.25686118,0.048732566,0.68037086,0.96411194,0.054176795
6487,0.81110221,0.25304432,0.0484394,0.68358472,0.96671723,0.063126639
6488,0.81030027,0.25401809,0.048511673,0.68243469,0.96741588,0.062905943
6489,0.81036234,0.25386543,0.048507102,0.68257626,0.9674972,0.062940749
6490,0.80804491,0.25353911,0.048468196,0.68282041,0.9676571,0.060181766
6491,0.80927852,0.25495625,0.048574102,0.68167648,0.96809056,0.059767774
6492,0.80426358,0.25543626,0.048497868,0.68158962,0.96680998,0.053417408
6493,0.81035022,0.26394313,0.049162088,0.67520606,0.96718135,0.048876639
6494,0.80922152,0.26386052,0.049214324,0.67534994,0.96655964,0.048320903
6495,0.80553333,0.25816652,0.048778214,0.67977359,0.97091202,0.047971954
6496,0.80564697,0.25806924,0.048769329,0.67983575,0.97095723,0.048262044
6497,0.80565472,0.25806462,0.048768108,0.67984212,0.9709846,0.048243705
6498,0.81598777,0.26791248,0.049817592,0.67267756,0.96820554,0.051788854
6499,0.81852999,0.26729182,0.049705521,0.67333615,0.96669054,0.054596935
6500,0.81502358,0.27043416,0.050161595,0.67098574,0.9667752,0.050269066
6501,0.81588742,0.27036856,0.050150535,0.67051174,0.96627167,0.053061678
6502,0.82232834,0.26788548,0.049932171,0.6724615,0.96613984,0.061265757
6503,0.82235695,0.26754557,0.049897265,0.67280468,0.9664924,0.061130375
6504,0.81738625,0.26092204,0.0493843,0.67770802,0.96912557,0.064608115
6505,0.80799781,0.25603573,0.049034111,0.68168488,0.96830348,0.056362584
6506,0.80768694,0.25610018,0.048822814,0.68173638,0.96999061,0.054438045
6507,0.80728716,0.24609415,0.047964192,0.68956546,0.97624964,0.065003408
