,sigma8,Omega_cdm,Omega_b,h,n_s
10415,0.8148301,0.25934992399918894,0.04878982544205847,0.6770752,0.9664712
10416,0.8149376,0.2592726298705936,0.04885487654164493,0.6771240000000001,0.9672003
10417,0.813606,0.2639513852916061,0.04923262223905844,0.6733642999999999,0.9650308
10418,0.8137056,0.2642469762650109,0.04926676878032117,0.6731689,0.9648389
10419,0.8064872,0.2653727677785864,0.04931412565742122,0.6725342000000001,0.9642335
10420,0.8049078,0.26459560568361,0.04927344906062708,0.6731201,0.9639648
10421,0.8068152,0.2638665689442671,0.04939559212236322,0.6743408,0.9635244
10422,0.8088872,0.2626906546070133,0.04921410882875207,0.6754639,0.964583
10423,0.8087766,0.2623891948013202,0.04918039774698607,0.6757080000000001,0.964941
10424,0.8092666,0.2622402028174833,0.049166244620395066,0.6758057,0.9651351
10425,0.8085379,0.2609331462426493,0.049033233445001524,0.6768799,0.9664062
10426,0.8084012,0.26093532885578313,0.049009050091478434,0.6768799,0.9663178
10427,0.8025619,0.25543584444462875,0.04859459252801868,0.6811767999999999,0.966718
10428,0.8025271,0.258945383531032,0.04889443237535748,0.6779053,0.9639904
10429,0.8003061,0.24831257026448186,0.04775203951156212,0.6857666,0.9652032
10430,0.8044698,0.24813575369090562,0.04789988766571835,0.6861084,0.9644827
10431,0.8029959,0.24740970768604942,0.04801362233806279,0.6868407999999999,0.9659006
10432,0.8016822,0.24868916734131397,0.04807392564602526,0.6855713,0.9665657
10433,0.8009593,0.24818033476700663,0.04802582341064849,0.6859619000000001,0.9667441
10434,0.7988693,0.2460021030993867,0.047898313318083405,0.6879639000000001,0.9680948
10435,0.7983301,0.2479289087696068,0.048085255663859676,0.6865479000000001,0.9670398
10436,0.7991164,0.2460098099198158,0.047781711521924154,0.6883545,0.96811
10437,0.7988115,0.24547324723140518,0.04773655564206908,0.6887939,0.9683946
10438,0.7906457,0.24873138462651634,0.047836803581075636,0.6855225,0.9678827
10439,0.7900715,0.24924918580448166,0.04791083015427528,0.6852782999999999,0.9667457
10440,0.7916343,0.24851309088248824,0.04787075707363313,0.6857666,0.9677298
10441,0.796229,0.2573645641875992,0.04875474371433278,0.67854,0.9655404
10442,0.7995806,0.26005324147073516,0.048856921067802594,0.6760497999999999,0.9618704
10443,0.7966578,0.25923961542272983,0.04870708501671372,0.6776611,0.9654026
